Year,Value,SERIES,UNIT_MEASURE
2010,17.8,SG_GEN_LOCG,PT
2011,17.8,SG_GEN_LOCG,PT
2011,16.9,SG_GEN_PARL,PT
2012,23.8,SG_GEN_LOCG,PT
2012,17.0,SG_GEN_PARL,PT
2013,26.2,SG_GEN_LOCG,PT
2013,18.2,SG_GEN_PARL,PT
2014,26.2,SG_GEN_LOCG,PT
2014,18.4,SG_GEN_PARL,PT
2015,26.7,SG_GEN_LOCG,PT
2015,18.8,SG_GEN_PARL,PT
2016,27.6,SG_GEN_LOCG,PT
2016,22.2,SG_GEN_PARL,PT
2017,27.4,SG_GEN_LOCG,PT
2017,22.1,SG_GEN_PARL,PT
2018,27.4,SG_GEN_LOCG,PT
2018,22.2,SG_GEN_PARL,PT
2019,27.4,SG_GEN_LOCG,PT
2019,22.2,SG_GEN_PARL,PT
2020,26.5,SG_GEN_LOCG,PT
2020,30.5,SG_GEN_PARL,PT
