Year,UNIT_MEASURE,REF_AREA,Value
2010,PT_IN_2010_PRICE,,11.3
2010,PT_IN_2010_PRICE,KZAKM,13.4
2010,PT_IN_2010_PRICE,KZAKT,7.9
2010,PT_IN_2010_PRICE,KZALM,17.0
2010,PT_IN_2010_PRICE,KZATY,5.5
2010,PT_IN_2010_PRICE,KZZAP,4.7
2010,PT_IN_2010_PRICE,KZZHA,13.2
2010,PT_IN_2010_PRICE,KZKAR,33.2
2010,PT_IN_2010_PRICE,KZKUS,9.5
2010,PT_IN_2010_PRICE,KZKZY,2.3
2010,PT_IN_2010_PRICE,KZMAN,3.0
2010,PT_IN_2010_PRICE,KZONT,21.8
2010,PT_IN_2010_PRICE,KZPAV,28.3
2010,PT_IN_2010_PRICE,KZSEV,8.5
2010,PT_IN_2010_PRICE,KZVOS,19.8
2010,PT_IN_2010_PRICE,KZNS,3.0
2010,PT_IN_2010_PRICE,KZALA,5.2
2010,USD_IN_2010_PRICE,,1027.0
2010,USD_IN_2010_PRICE,KZAKM,728.0
2010,USD_IN_2010_PRICE,KZAKT,821.5
2010,USD_IN_2010_PRICE,KZALM,622.4
2010,USD_IN_2010_PRICE,KZATY,2014.1
2010,USD_IN_2010_PRICE,KZZAP,549.8
2010,USD_IN_2010_PRICE,KZZHA,384.0
2010,USD_IN_2010_PRICE,KZKAR,3122.5
2010,USD_IN_2010_PRICE,KZKUS,628.0
2010,USD_IN_2010_PRICE,KZKZY,194.8
2010,USD_IN_2010_PRICE,KZMAN,588.3
2010,USD_IN_2010_PRICE,KZONT,703.3
2010,USD_IN_2010_PRICE,KZPAV,2660.1
2010,USD_IN_2010_PRICE,KZSEV,455.6
2010,USD_IN_2010_PRICE,KZVOS,1198.7
2010,USD_IN_2010_PRICE,KZNS,528.2
2010,USD_IN_2010_PRICE,KZALA,978.3
2011,PT_IN_2010_PRICE,,11.3
2011,PT_IN_2010_PRICE,KZAKM,13.0
2011,PT_IN_2010_PRICE,KZAKT,8.0
2011,PT_IN_2010_PRICE,KZALM,17.6
2011,PT_IN_2010_PRICE,KZATY,5.3
2011,PT_IN_2010_PRICE,KZZAP,4.8
2011,PT_IN_2010_PRICE,KZZHA,14.8
2011,PT_IN_2010_PRICE,KZKAR,33.2
2011,PT_IN_2010_PRICE,KZKUS,8.5
2011,PT_IN_2010_PRICE,KZKZY,2.2
2011,PT_IN_2010_PRICE,KZMAN,3.4
2011,PT_IN_2010_PRICE,KZONT,20.8
2011,PT_IN_2010_PRICE,KZPAV,26.0
2011,PT_IN_2010_PRICE,KZSEV,7.8
2011,PT_IN_2010_PRICE,KZVOS,21.4
2011,PT_IN_2010_PRICE,KZNS,3.5
2011,PT_IN_2010_PRICE,KZALA,5.1
2011,USD_IN_2010_PRICE,,1083.4
2011,USD_IN_2010_PRICE,KZAKM,817.5
2011,USD_IN_2010_PRICE,KZAKT,866.7
2011,USD_IN_2010_PRICE,KZALM,680.9
2011,USD_IN_2010_PRICE,KZATY,1943.6
2011,USD_IN_2010_PRICE,KZZAP,584.9
2011,USD_IN_2010_PRICE,KZZHA,482.3
2011,USD_IN_2010_PRICE,KZKAR,3300.5
2011,USD_IN_2010_PRICE,KZKUS,640.0
2011,USD_IN_2010_PRICE,KZKZY,194.1
2011,USD_IN_2010_PRICE,KZMAN,631.9
2011,USD_IN_2010_PRICE,KZONT,688.5
2011,USD_IN_2010_PRICE,KZPAV,2694.6
2011,USD_IN_2010_PRICE,KZSEV,486.1
2011,USD_IN_2010_PRICE,KZVOS,1386.9
2011,USD_IN_2010_PRICE,KZNS,637.6
2011,USD_IN_2010_PRICE,KZALA,1033.1
2012,PT_IN_2010_PRICE,,11.1
2012,PT_IN_2010_PRICE,KZAKM,14.1
2012,PT_IN_2010_PRICE,KZAKT,7.6
2012,PT_IN_2010_PRICE,KZALM,16.5
2012,PT_IN_2010_PRICE,KZATY,5.2
