Year,UNIT_MEASURE,REF_AREA,Value
2010,PT,,14.9
2010,PT,KZAKM,25.0
2010,PT,KZAKT,0.0
2010,PT,KZALM,0.0
2010,PT,KZATY,100.0
2010,PT,KZZAP,11.1
2010,PT,KZZHA,0.0
2010,PT,KZKAR,0.0
2010,PT,KZKUS,0.0
2010,PT,KZKZY,0.0
2010,PT,KZMAN,100.0
2010,PT,KZONT,16.6
2010,PT,KZPAV,100.0
2010,PT,KZSEV,0.0
2010,PT,KZVOS,35.7
2011,PT,,17.8
2011,PT,KZAKM,0.0
2011,PT,KZAKT,0.0
2011,PT,KZALM,5.9
2011,PT,KZATY,100.0
2011,PT,KZZAP,11.1
2011,PT,KZZHA,11.1
2011,PT,KZKAR,14.3
2011,PT,KZKUS,0.0
2011,PT,KZKZY,0.0
2011,PT,KZMAN,0.0
2011,PT,KZONT,16.6
2011,PT,KZPAV,100.0
2011,PT,KZSEV,100.0
2011,PT,KZVOS,30.8
2012,PT,,21.5
2012,PT,KZAKM,0.0
2012,PT,KZAKT,0.0
2012,PT,KZALM,26.3
2012,PT,KZATY,100.0
2012,PT,KZZAP,55.6
2012,PT,KZZHA,10.0
2012,PT,KZKAR,0.0
2012,PT,KZKUS,0.0
2012,PT,KZKZY,0.0
2012,PT,KZMAN,0.0
2012,PT,KZONT,28.6
2012,PT,KZPAV,100.0
2012,PT,KZSEV,100.0
2012,PT,KZVOS,28.6
2013,PT,,23.0
2013,PT,KZAKM,0.0
2013,PT,KZAKT,0.0
2013,PT,KZALM,63.2
2013,PT,KZATY,100.0
2013,PT,KZZAP,22.2
2013,PT,KZZHA,10.0
2013,PT,KZKAR,0.0
2013,PT,KZKUS,0.0
2013,PT,KZKZY,0.0
2013,PT,KZMAN,0.0
2013,PT,KZONT,28.6
2013,PT,KZPAV,100.0
2013,PT,KZSEV,0.0
2013,PT,KZVOS,23.1
2014,PT,,16.2
2014,PT,KZAKM,0.0
2014,PT,KZAKT,0.0
2014,PT,KZALM,36.8
2014,PT,KZATY,80.0
2014,PT,KZZAP,0.0
2014,PT,KZZHA,10.0
2014,PT,KZKAR,0.0
2014,PT,KZKUS,0.0
2014,PT,KZKZY,0.0
2014,PT,KZMAN,0.0
2014,PT,KZONT,28.6
2014,PT,KZPAV,100.0
2014,PT,KZSEV,0.0
2014,PT,KZVOS,28.6
2015,PT,,9.3
2015,PT,KZAKM,0.0
2015,PT,KZAKT,0.0
2015,PT,KZALM,10.5
2015,PT,KZATY,100.0
2015,PT,KZZAP,0.0
2015,PT,KZZHA,0.0
2015,PT,KZKAR,0.0
2015,PT,KZKUS,0.0
2015,PT,KZKZY,0.0
2015,PT,KZMAN,100.0
2015,PT,KZONT,28.6
2015,PT,KZPAV,0.0
2015,PT,KZSEV,0.0
2015,PT,KZVOS,7.7
2016,PT,,7.4
2016,PT,KZAKM,0.0
2016,PT,KZAKT,0.0
2016,PT,KZALM,6.06
2016,PT,KZATY,100.0
2016,PT,KZZAP,11.1
2016,PT,KZZHA,0.0
2016,PT,KZKAR,0.0
2016,PT,KZKUS,0.0
2016,PT,KZKZY,0.0
2016,PT,KZMAN,100.0
2016,PT,KZONT,14.3
2016,PT,KZPAV,0.0
2016,PT,KZSEV,0.0
2016,PT,KZVOS,7.7
2017,PT,,4.4
2017,PT,KZAKM,0.0
2017,PT,KZAKT,0.0
2017,PT,KZALM,0.0
2017,PT,KZATY,80.0
2017,PT,KZZAP,0.0
2017,PT,KZZHA,0.0
2017,PT,KZKAR,0.0
2017,PT,KZKUS,0.0
2017,PT,KZKZY,0.0
2017,PT,KZMAN,100.0
2017,PT,KZONT,14.3
2017,PT,KZPAV,0.0
2017,PT,KZSEV,0.0
2017,PT,KZVOS,7.7
2018,PT,,3.6
2018,PT,KZAKM,0.0
2018,PT,KZAKT,0.0
2018,PT,KZALM,0.0
2018,PT,KZATY,80.0
2018,PT,KZZAP,0.0
2018,PT,KZZHA,0.0
2018,PT,KZKAR,0.0
2018,PT,KZKUS,0.0
2018,PT,KZKZY,0.0
2018,PT,KZMAN,100.0
2018,PT,KZPAV,0.0
2018,PT,KZSEV,0.0
2018,PT,KZYUZ,12.5
2018,PT,KZVOS,0.0
2019,PT,,24.7
2019,PT,KZAKM,8.3
2019,PT,KZAKT,0.0
2019,PT,KZALM,66.7
2019,PT,KZATY,0.0
2019,PT,KZZAP,11.1
2019,PT,KZZHA,0.0
2019,PT,KZKAR,0.0
2019,PT,KZKUS,0.0
2019,PT,KZKZY,0.0
2019,PT,KZMAN,0.0
2019,PT,KZPAV,40.0
2019,PT,KZSEV,0.0
2019,PT,KZYUZ,25.0
2019,PT,KZVOS,57.1
