Year,UNIT_MEASURE,REF_AREA,Value
2010,PT,,0.05
2010,PT,KZAKM,0.1
2010,PT,KZAKT,0.0
2010,PT,KZALM,0.2
2010,PT,KZATY,0.1
2010,PT,KZZAP,0.0
2010,PT,KZZHA,0.0
2010,PT,KZKAR,0.0
2010,PT,KZKUS,0.0
2010,PT,KZKZY,0.1
2010,PT,KZMAN,0.0
2010,PT,KZONT,0.1
2010,PT,KZPAV,0.0
2010,PT,KZSEV,0.1
2010,PT,KZVOS,0.1
2010,PT,KZNS,0.0
2010,PT,KZALA,0.0
2011,PT,,0.05
2011,PT,KZAKM,0.0
2011,PT,KZAKT,0.0
2011,PT,KZALM,0.3
2011,PT,KZATY,0.1
2011,PT,KZZAP,0.0
2011,PT,KZZHA,0.1
2011,PT,KZKAR,0.1
2011,PT,KZKUS,0.0
2011,PT,KZKZY,0.1
2011,PT,KZMAN,0.0
2011,PT,KZONT,0.1
2011,PT,KZPAV,0.0
2011,PT,KZSEV,0.0
2011,PT,KZVOS,0.1
2011,PT,KZNS,0.0
2011,PT,KZALA,0.0
2012,PT,,0.05
2012,PT,KZAKM,0.0
2012,PT,KZAKT,0.0
2012,PT,KZALM,0.2
2012,PT,KZATY,0.1
2012,PT,KZZAP,0.0
2012,PT,KZZHA,0.1
2012,PT,KZKAR,0.0
2012,PT,KZKUS,0.0
2012,PT,KZKZY,0.2
2012,PT,KZMAN,0.0
2012,PT,KZONT,0.1
2012,PT,KZPAV,0.0
2012,PT,KZSEV,0.1
2012,PT,KZVOS,0.1
2012,PT,KZNS,0.0
2012,PT,KZALA,0.0
2013,PT,,0.2
2013,PT,KZAKM,0.2
2013,PT,KZAKT,0.0
2013,PT,KZALM,0.8
2013,PT,KZATY,0.5
2013,PT,KZZAP,0.0
2013,PT,KZZHA,0.2
2013,PT,KZKAR,0.1
2013,PT,KZKUS,0.0
2013,PT,KZKZY,0.3
2013,PT,KZMAN,0.2
2013,PT,KZONT,0.4
2013,PT,KZPAV,0.1
2013,PT,KZSEV,0.3
2013,PT,KZVOS,0.3
2013,PT,KZNS,0.0
2013,PT,KZALA,0.0
2014,PT,,0.2
2014,PT,KZAKM,0.2
2014,PT,KZAKT,0.0
2014,PT,KZALM,0.5
2014,PT,KZATY,0.4
2014,PT,KZZAP,0.0
2014,PT,KZZHA,0.3
2014,PT,KZKAR,0.1
2014,PT,KZKUS,0.1
2014,PT,KZKZY,0.5
2014,PT,KZMAN,0.2
2014,PT,KZONT,0.4
2014,PT,KZPAV,0.2
2014,PT,KZSEV,0.3
2014,PT,KZVOS,0.5
2014,PT,KZNS,0.0
2014,PT,KZALA,0.0
2015,PT,,0.2
2015,PT,KZAKM,0.2
2015,PT,KZAKT,0.0
2015,PT,KZALM,0.5
2015,PT,KZATY,0.4
2015,PT,KZZAP,0.0
2015,PT,KZZHA,0.5
2015,PT,KZKAR,0.1
2015,PT,KZKUS,0.0
2015,PT,KZKZY,0.6
2015,PT,KZMAN,0.3
2015,PT,KZONT,0.5
2015,PT,KZPAV,0.1
2015,PT,KZSEV,0.4
2015,PT,KZVOS,0.3
2015,PT,KZNS,0.0
2015,PT,KZALA,0.0
2016,PT,,0.2
2016,PT,KZAKM,0.1
2016,PT,KZAKT,0.0
2016,PT,KZALM,0.5
2016,PT,KZATY,0.3
2016,PT,KZZAP,0.0
2016,PT,KZZHA,0.5
2016,PT,KZKAR,0.1
2016,PT,KZKUS,0.0
2016,PT,KZKZY,0.8
2016,PT,KZMAN,0.2
2016,PT,KZONT,0.4
2016,PT,KZPAV,0.1
2016,PT,KZSEV,0.4
2016,PT,KZVOS,0.3
2016,PT,KZNS,0.0
2016,PT,KZALA,0.0
2017,PT,,0.2
2017,PT,KZAKM,0.1
2017,PT,KZAKT,0.1
2017,PT,KZALM,0.4
2017,PT,KZATY,0.3
2017,PT,KZZAP,0.0
2017,PT,KZZHA,0.4
2017,PT,KZKAR,0.1
2017,PT,KZKUS,0.0
2017,PT,KZKZY,1.0
2017,PT,KZMAN,0.2
2017,PT,KZPAV,0.2
2017,PT,KZSEV,0.2
2017,PT,KZYUZ,1.4
2017,PT,KZVOS,0.4
2017,PT,KZNS,0.0
2017,PT,KZALA,0.0
2017,PT,KZSHY,0.0
2018,PT,,0.2
2018,PT,KZAKM,0.1
2018,PT,KZAKT,0.1
2018,PT,KZALM,0.4
2018,PT,KZATY,0.3
2018,PT,KZZAP,0.0
2018,PT,KZZHA,0.4
2018,PT,KZKAR,0.1
2018,PT,KZKUS,0.0
2018,PT,KZKZY,1.0
2018,PT,KZMAN,0.2
2018,PT,KZPAV,0.2
2018,PT,KZSEV,0.2
2018,PT,KZYUZ,1.4
2018,PT,KZVOS,0.4
2018,PT,KZNS,0.0
2018,PT,KZALA,0.0
2018,PT,KZSHY,0.0
2019,PT,,0.2
2019,PT,KZAKM,0.1
2019,PT,KZAKT,0.1
2019,PT,KZALM,0.5
2019,PT,KZATY,0.2
2019,PT,KZZAP,0.0
2019,PT,KZZHA,0.2
2019,PT,KZKAR,0.1
2019,PT,KZKUS,0.0
2019,PT,KZKZY,1.0
2019,PT,KZMAN,0.2
2019,PT,KZPAV,0.1
2019,PT,KZSEV,0.2
2019,PT,KZYUZ,1.2
2019,PT,KZVOS,0.4
2019,PT,KZNS,0.0
2019,PT,KZALA,0.0
2019,PT,KZSHY,0.0
2020,PT,,0.2
2020,PT,KZAKM,0.1
2020,PT,KZAKT,0.1
2020,PT,KZALM,0.5
2020,PT,KZATY,0.2
2020,PT,KZZAP,0.1
2020,PT,KZZHA,0.1
2020,PT,KZKAR,0.1
2020,PT,KZKUS,0.0
2020,PT,KZKZY,1.3
2020,PT,KZMAN,0.3
2020,PT,KZPAV,0.1
2020,PT,KZSEV,0.3
2020,PT,KZYUZ,2.1
2020,PT,KZVOS,0.4
2020,PT,KZNS,0.0
2020,PT,KZALA,0.0
2020,PT,KZSHY,0.0
2021,PT,,0.2
2021,PT,KZAKM,0.1
2021,PT,KZAKT,0.0
2021,PT,KZALM,0.5
2021,PT,KZATY,0.2
2021,PT,KZZAP,0.0
2021,PT,KZZHA,0.2
2021,PT,KZKAR,0.1
2021,PT,KZKUS,0.1
2021,PT,KZKZY,1.2
2021,PT,KZMAN,0.3
2021,PT,KZPAV,0.1
2021,PT,KZSEV,0.3
2021,PT,KZYUZ,1.2
2021,PT,KZVOS,0.4
2021,PT,KZNS,0.0
2021,PT,KZALA,0.0
2021,PT,KZSHY,0.0
2022,PT,,0.2
2022,PT,KZABY,0.0
2022,PT,KZAKM,0.1
2022,PT,KZAKT,0.1
2022,PT,KZALM,0.3
2022,PT,KZATY,0.2
2022,PT,KZZAP,0.0
2022,PT,KZZHA,0.3
2022,PT,KZZHS,0.2
2022,PT,KZKAR,0.1
2022,PT,KZKUS,0.1
2022,PT,KZKZY,1.1
2022,PT,KZMAN,0.3
2022,PT,KZPAV,0.1
2022,PT,KZSEV,0.3
2022,PT,KZYUZ,0.9
2022,PT,KZULU,0.0
2022,PT,KZVOS,0.9
2022,PT,KZNS,0.0
2022,PT,KZALA,0.0
2022,PT,KZSHY,0.0
2023,PT,,0.1
2023,PT,KZABY,0.0
2023,PT,KZAKM,0.1
2023,PT,KZAKT,0.1
2023,PT,KZALM,0.3
2023,PT,KZATY,0.1
2023,PT,KZZAP,0.0
2023,PT,KZZHA,0.3
2023,PT,KZZHS,0.1
2023,PT,KZKAR,0.1
2023,PT,KZKUS,0.1
2023,PT,KZKZY,0.6
2023,PT,KZMAN,0.1
2023,PT,KZPAV,0.1
2023,PT,KZSEV,0.1
2023,PT,KZYUZ,0.9
2023,PT,KZULU,0.0
2023,PT,KZVOS,0.8
2023,PT,KZNS,0.0
2023,PT,KZALA,0.0
2023,PT,KZSHY,0.0
