Year,UNIT_MEASURE,Өңірлер,Value
2015,пайыз,,30.0
2016,пайыз,,35.0
2017,пайыз,,39.9
2017,пайыз,Ақмола,54.95826022225767
2017,пайыз,Ақтөбе,53.36924676306586
2017,пайыз,Алматы,12.82121098669208
2017,пайыз,Атырау,13.530506191056647
2017,пайыз,Батыс Қазақстан,30.483646925116812
2017,пайыз,Жамбыл,12.93305665824612
2017,пайыз,Қарағанды,50.67817868914622
2017,пайыз,Қостанай,33.45689042347923
2017,пайыз,Қызылорда,24.993676968991856
2017,пайыз,Маңғыстау,30.86736146705393
2017,пайыз,Оңтүстік Қазақстан,55.201664060425465
2017,пайыз,Павлодар,66.51707095381471
2017,пайыз,Солтүстік Қазақстан,23.607106315691567
2017,пайыз,Шығыс Қазақстан,53.207364675809174
2017,пайыз,Нұр-Сұлтан қаласы,44.32732769538751
2017,пайыз,Алматы қаласы,36.440745651166885
2018,пайыз,,54.0
2018,пайыз,Ақмола,56.215347945489405
2018,пайыз,Ақтөбе,54.83331694365228
2018,пайыз,Алматы,33.60261258164318
2018,пайыз,Атырау,52.6963906581741
2018,пайыз,Батыс Қазақстан,72.32874943508295
2018,пайыз,Жамбыл,65.80963045912654
2018,пайыз,Қарағанды,51.13365865270174
2018,пайыз,Қостанай,52.7519806915368
2018,пайыз,Қызылорда,17.130737437459214
2018,пайыз,Маңғыстау,39.862902288834675
2018,пайыз,Павлодар,62.47969983759871
2018,пайыз,Солтүстік Қазақстан,57.42802303262957
2018,пайыз,Түркістан,79.2102206736353
2018,пайыз,Шығыс Қазақстан,77.61424985385645
2018,пайыз,Нұр-Сұлтан қаласы,36.835670035865654
2018,пайыз,Алматы қаласы,49.273416891691504
2018,пайыз,Шымкент қаласы,46.65282634032635
2019,пайыз,,60.7
2019,пайыз,Ақмола,61.0
2019,пайыз,Ақтөбе,52.3
2019,пайыз,Алматы,45.6
2019,пайыз,Атырау,55.5
2019,пайыз,Батыс Қазақстан,58.6
2019,пайыз,Жамбыл,77.5
2019,пайыз,Қарағанды,55.3
2019,пайыз,Қостанай,65.2
2019,пайыз,Қызылорда,59.6
2019,пайыз,Маңғыстау,70.1
2019,пайыз,Павлодар,69.0
2019,пайыз,Солтүстік Қазақстан,98.4
2019,пайыз,Түркістан,74.5
2019,пайыз,Шығыс Қазақстан,93.4
2019,пайыз,Нұр-Сұлтан қаласы,28.3
2019,пайыз,Алматы қаласы,52.7
2019,пайыз,Шымкент қаласы,44.0
